subject_id,dis,hp_class,h_class,v_class,image_path
0028,2,2,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0028/0028_2m_0P_10V_10H.jpg
0029,2,3,3,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0029/0029_2m_15P_0V_0H.jpg
0029,2,4,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0029/0029_2m_-30P_0V_5H.jpg
0029,2,2,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0029/0029_2m_0P_0V_-10H.jpg
0029,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0029/0029_2m_15P_10V_10H.jpg
0029,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0029/0029_2m_-30P_-10V_5H.jpg
0030,2,3,3,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0030/0030_2m_-15P_0V_0H.jpg
0030,2,2,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0030/0030_2m_0P_10V_-5H.jpg
0030,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0030/0030_2m_15P_10V_-10H.jpg
0030,2,3,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0030/0030_2m_-15P_0V_10H.jpg
0030,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0030/0030_2m_0P_10V_-15H.jpg
0031,2,4,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0031/0031_2m_30P_10V_-15H.jpg
0031,2,4,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0031/0031_2m_-30P_10V_0H.jpg
0031,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0031/0031_2m_30P_10V_10H.jpg
0031,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0031/0031_2m_15P_-10V_-15H.jpg
0031,2,4,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0031/0031_2m_30P_10V_0H.jpg
0032,2,3,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0032/0032_2m_15P_-10V_0H.jpg
0032,2,4,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0032/0032_2m_30P_10V_0H.jpg
0032,2,2,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0032/0032_2m_0P_-10V_-10H.jpg
0032,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0032/0032_2m_-30P_10V_-10H.jpg
0032,2,4,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0032/0032_2m_-30P_0V_5H.jpg
0033,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0033/0033_2m_15P_-10V_-15H.jpg
0033,2,3,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0033/0033_2m_-15P_-10V_0H.jpg
0033,2,2,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0033/0033_2m_0P_10V_10H.jpg
0033,2,3,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0033/0033_2m_-15P_0V_10H.jpg
0033,2,3,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0033/0033_2m_15P_-10V_0H.jpg
0034,2,4,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0034/0034_2m_-30P_0V_-15H.jpg
0034,2,2,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0034/0034_2m_0P_0V_15H.jpg
0034,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0034/0034_2m_30P_-10V_-10H.jpg
0034,2,3,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0034/0034_2m_-15P_-10V_-5H.jpg
0034,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0034/0034_2m_30P_10V_-5H.jpg
0035,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0035/0035_2m_0P_10V_-15H.jpg
0035,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0035/0035_2m_-30P_10V_-10H.jpg
0035,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0035/0035_2m_-30P_-10V_5H.jpg
0035,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0035/0035_2m_15P_10V_10H.jpg
0035,2,3,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0035/0035_2m_-15P_0V_-10H.jpg
0036,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0036/0036_2m_30P_-10V_5H.jpg
0036,2,4,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0036/0036_2m_-30P_-10V_0H.jpg
0036,2,2,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0036/0036_2m_0P_-10V_0H.jpg
0036,2,4,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0036/0036_2m_30P_10V_15H.jpg
0036,2,4,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0036/0036_2m_-30P_-10V_15H.jpg
0037,2,4,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0037/0037_2m_-30P_10V_-15H.jpg
0037,2,4,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0037/0037_2m_-30P_0V_15H.jpg
0037,2,4,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0037/0037_2m_30P_-10V_0H.jpg
0037,2,2,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0037/0037_2m_0P_-10V_-5H.jpg
0037,2,3,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0037/0037_2m_15P_0V_-5H.jpg
0038,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0038/0038_2m_0P_-10V_15H.jpg
0038,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0038/0038_2m_-15P_-10V_-15H.jpg
0038,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0038/0038_2m_15P_10V_15H.jpg
0038,2,4,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0038/0038_2m_30P_0V_15H.jpg
0038,2,3,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0038/0038_2m_-15P_0V_-5H.jpg
0039,2,4,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0039/0039_2m_-30P_0V_-10H.jpg
0039,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0039/0039_2m_15P_-10V_15H.jpg
0039,2,2,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0039/0039_2m_0P_0V_-5H.jpg
0039,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0039/0039_2m_30P_10V_-5H.jpg
0039,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0039/0039_2m_-15P_-10V_-10H.jpg
0040,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0040/0040_2m_0P_-10V_-15H.jpg
0040,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0040/0040_2m_-15P_10V_-15H.jpg
0040,2,2,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0040/0040_2m_0P_-10V_0H.jpg
0040,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0040/0040_2m_30P_10V_10H.jpg
0040,2,3,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0040/0040_2m_15P_10V_-5H.jpg
0041,2,3,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0041/0041_2m_-15P_10V_-5H.jpg
0041,2,3,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0041/0041_2m_-15P_0V_10H.jpg
0041,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0041/0041_2m_0P_-10V_15H.jpg
0041,2,4,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0041/0041_2m_-30P_0V_-15H.jpg
0041,2,3,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0041/0041_2m_-15P_-10V_-5H.jpg
0042,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0042/0042_2m_30P_-10V_5H.jpg
0042,2,3,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0042/0042_2m_-15P_0V_10H.jpg
0042,2,2,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0042/0042_2m_0P_0V_15H.jpg
0042,2,3,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0042/0042_2m_-15P_10V_5H.jpg
0042,2,3,3,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0042/0042_2m_-15P_0V_0H.jpg
0043,2,2,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0043/0043_2m_0P_10V_5H.jpg
0043,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0043/0043_2m_-15P_10V_10H.jpg
0043,2,4,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0043/0043_2m_-30P_0V_-10H.jpg
0043,2,3,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0043/0043_2m_15P_-10V_5H.jpg
0043,2,2,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0043/0043_2m_0P_0V_-5H.jpg
0044,2,3,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0044/0044_2m_-15P_0V_5H.jpg
0044,2,2,3,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0044/0044_2m_0P_0V_0H.jpg
0044,2,4,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0044/0044_2m_30P_10V_-15H.jpg
0044,2,4,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0044/0044_2m_-30P_0V_5H.jpg
0044,2,4,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0044/0044_2m_-30P_10V_15H.jpg
0045,2,3,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0045/0045_2m_15P_0V_-15H.jpg
0045,2,2,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0045/0045_2m_0P_-10V_5H.jpg
0045,2,3,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0045/0045_2m_15P_0V_-10H.jpg
0045,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0045/0045_2m_0P_10V_-15H.jpg
0045,2,4,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0045/0045_2m_-30P_10V_-15H.jpg
0046,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0046/0046_2m_-30P_10V_-10H.jpg
0046,2,4,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0046/0046_2m_30P_10V_15H.jpg
0046,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0046/0046_2m_15P_-10V_-10H.jpg
0046,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0046/0046_2m_30P_10V_5H.jpg
0046,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0046/0046_2m_-30P_10V_10H.jpg
0047,2,2,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0047/0047_2m_0P_10V_-5H.jpg
0047,2,3,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0047/0047_2m_-15P_0V_5H.jpg
0047,2,4,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0047/0047_2m_30P_0V_-15H.jpg
0047,2,3,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0047/0047_2m_15P_0V_-5H.jpg
0047,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0047/0047_2m_15P_-10V_15H.jpg
0048,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0048/0048_2m_-30P_-10V_10H.jpg
0048,2,2,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0048/0048_2m_0P_0V_-5H.jpg
0048,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0048/0048_2m_15P_10V_15H.jpg
0048,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0048/0048_2m_30P_-10V_-10H.jpg
0048,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0048/0048_2m_15P_-10V_10H.jpg
0049,2,4,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0049/0049_2m_30P_10V_-15H.jpg
0049,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0049/0049_2m_-15P_-10V_-15H.jpg
0049,2,4,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0049/0049_2m_30P_0V_10H.jpg
0049,2,2,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0049/0049_2m_0P_10V_0H.jpg
0049,2,2,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0049/0049_2m_0P_10V_-5H.jpg
0050,2,2,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0050/0050_2m_0P_10V_10H.jpg
0050,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0050/0050_2m_0P_10V_15H.jpg
0050,2,3,3,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0050/0050_2m_-15P_0V_0H.jpg
0050,2,3,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0050/0050_2m_15P_0V_15H.jpg
0050,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0050/0050_2m_-15P_-10V_10H.jpg
0051,2,3,3,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0051/0051_2m_-15P_0V_0H.jpg
0051,2,2,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0051/0051_2m_0P_0V_-15H.jpg
0051,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0051/0051_2m_-15P_10V_10H.jpg
0051,2,4,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0051/0051_2m_-30P_0V_-5H.jpg
0051,2,3,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0051/0051_2m_15P_-10V_-5H.jpg
0052,2,4,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0052/0052_2m_30P_10V_-10H.jpg
0052,2,4,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0052/0052_2m_-30P_0V_-10H.jpg
0052,2,3,3,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0052/0052_2m_-15P_0V_0H.jpg
0052,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0052/0052_2m_15P_10V_-10H.jpg
0052,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0052/0052_2m_-30P_10V_5H.jpg
0053,2,3,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0053/0053_2m_15P_10V_5H.jpg
0053,2,3,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0053/0053_2m_15P_0V_15H.jpg
0053,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0053/0053_2m_0P_10V_-15H.jpg
0053,2,3,5,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0053/0053_2m_15P_0V_-10H.jpg
0053,2,3,4,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0053/0053_2m_-15P_0V_5H.jpg
0054,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0054/0054_2m_0P_-10V_-15H.jpg
0054,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0054/0054_2m_30P_-10V_-5H.jpg
0054,2,2,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0054/0054_2m_0P_-10V_10H.jpg
0054,2,4,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0054/0054_2m_30P_0V_-15H.jpg
0054,2,2,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0054/0054_2m_0P_10V_-15H.jpg
0055,2,3,6,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0055/0055_2m_15P_-10V_-15H.jpg
0055,2,3,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0055/0055_2m_15P_0V_15H.jpg
0055,2,3,3,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0055/0055_2m_-15P_10V_0H.jpg
0055,2,2,6,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0055/0055_2m_0P_0V_-15H.jpg
0055,2,2,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0055/0055_2m_0P_-10V_5H.jpg
0056,2,3,5,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0056/0056_2m_-15P_-10V_10H.jpg
0056,2,3,3,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0056/0056_2m_-15P_0V_0H.jpg
0056,2,2,3,1,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0056/0056_2m_0P_0V_0H.jpg
0056,2,3,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0056/0056_2m_-15P_-10V_-5H.jpg
0056,2,4,4,2,/content/drive/MyDrive/Columbia_Gaze_Data_Set/data/Columbia Gaze Data Set/0056/0056_2m_-30P_-10V_5H.jpg
